,text_a,text_b,smallsymptom,bigsymptom,match0,match1,match2,match3,match4,match5,match6,match7,match8,match9,score,100match0,100match1,100match2,100match3,100match4,100match5,100match6,100match7,100match8,100match9
221,好驚會FAIL,聽到你話好擔心會唔合格，你可唔可以講多啲個考試同埋唔合格嘅後果俾我知呀？,T4,TT2,會唔會你諗多左呀？,不如我哋一齊諗下有咩辦法令您冇咁驚呀？,聽到你話覺得好驚，你可唔可以具體講下你驚緊啲咩呀？,你覺得自己點解會炒呀？欣賞你會檢討自己嘅表現，鼓勵你為下次考試做更好嘅準備，加油！,點解會唔想讀書嘅？,好驚呢次考試嘅題目會唔會好難嘅原因係？,既然正常發揮，總係覺得會fail嘅原因係？,驚幫唔到件事，與其驚不如計劃下可以點樣温書温得好D，有多D信心，考試就會無咁驚㗎啦,如果有多啲時間同精神預備考試 熟習多啲past paper同題目 會唔會令你多啲信心冇咁驚,睇到學校有唔少嘢都令你覺得好驚咁。你會唔會想具體地講下呢啲事物點恐怖法呀？,1.046875,如果有多啲時間同精神預備考試 熟習多啲past paper同題目 會唔會令你多啲信心冇咁驚,熟習多啲past paper同題目會唔會令你多啲信心冇咁緊張,熟習多啲past paper同題目會唔會令你多啲信心冇咁緊張 或者可以同同學朋友一齊溫 一齊面對感覺會好啲,明白你覺得好焦慮嘅感覺，不過其實有好多嘢都未必係完全由你控制，所以你只要盡力做好自己可以控制嘅部份就已經足夠啦👍如果你真係覺得好焦慮，建議你去見下醫生或者counsellor，佢地會幫到你㗎💪,聽到你話好擔心會唔合格，你可唔可以講多啲個考試同埋唔合格嘅後果俾我知呀？,要defer的確會幾麻煩，你可唔可以講多啲點解你唔想defer嘅？,你係點樣考衰咗個final呀？不如你試下將你而家嘅想法同感受都講出嚟，話唔定咁樣會舒服啲呢。,見到你學業嘅負擔都幾沈重，聽到你話會食藥，你係咪試過因為咁睇醫生呢？建議你除咗食藥之外可以試下搵counsellor，等佢哋幫你搵出焦慮嘅源頭同埋應對方法。,天無絕人之路，無論你考成點，都一定會有出路㗎，等緊成績嘅呢段時期，你可以放鬆下心情先😊,發夢都見到考試，睇嚟你真係好大壓力😢唔知你有冇睇過SDS嘅網頁呢？佢哋有啲tips俾你面對考試壓力㗎 https://www.cityu.edu.hk/sds/cs/pc/sul.htm
222,原本以為努力讀書入到大學就好撚型 點知原來都係垃圾一個,你係唔係喺大學遇到啲咩挫折呀，不如講出嚟聽下睇吓可以點樣幫你？,A2,AA2,你既自我形象都好低喎。我就唔覺得身為一個大學生會係垃圾囉！,你係唔係喺大學遇到啲咩挫折呀，不如講出嚟聽下睇吓可以點樣幫你？,都係㗎，入唔到大學都係有一技防身好。,入到大學就係入到大學㗎啦！都冇話負負碌嘅！,但係其實相對好多人嚟講，你入到大學都已經係好叻㗎喇！,大學嘅學習似乎令你感到有啲吃力，你可唔可以講下你平時係點讀書㗎？我哋一齊睇下你可以點樣讀得好啲吖？,係咪要樣樣全能真係未知住， 上到大學您可能有答案，,有冇試過問吓同學？話唔定佢可以幫到你？,知道你返學返到好攰，學校係咪有一啲你想逃避嘅嘢？可唔可以講嚟聽下，睇下可以點樣幫你面對？,你喺大學裡面覺得最吃力嘅係咩呀？建議你可以睇下https://www.cityu.edu.hk/sds/cs/pc/sul.htm，裡面有啲方法俾你面對學習帶嚟嘅壓力㗎。,1.0498046875,你係唔係喺大學遇到啲咩挫折呀，不如講出嚟聽下睇吓可以點樣幫你？,大學嘅學習似乎令你感到有啲吃力，你可唔可以講下你平時係點讀書㗎？我哋一齊睇下你可以點樣讀得好啲吖？,大學同中學嘅學習模式係幾唔同，最令你困擾嘅係咩呢？我哋一齊睇下有咩解決方法吖？,"聽到您不開心.但有心唔怕遲,唔好咁灰心, 繼續努力尋找自己所長,你可以搵學校嘅counsellor傾下㗎",你聽落喺讀書方面遇到啲挫折，介唔介意分享下係咩事令咁諗？講出嚟可能會舒服啲㗎。,你似乎因為壓力而失去動力，鼓勵你同學校counsellor傾訴，釋放一下壓力，等自己有精神重新尋找讀書嘅意義。,你覺得自己點樣唔上唔落呀？你介唔介意講多少少你嘅情況俾我聽，我哋一齊睇下有咩解決方法吖？,唔好鑽牛角尖呀。 尋死亦都唔係解決問題嘅方法。,盡量做好自己本份，唔好咁易俾其他人影響自己，搵返初衷,建議你將啲reading分開幾次睇，每次睇少少，咁樣會更加有動力去睇😊如果真係睇唔切嗰陣，你可以揀啲重點嚟睇，咁樣都係一個好辦法👍
223,原本以為努力讀書入到大學就好撚型 點知原來都係垃圾一個,"聽到您不開心.但有心唔怕遲,唔好咁灰心, 繼續努力尋找自己所長,你可以搵學校嘅counsellor傾下㗎",A2,AA2,你既自我形象都好低喎。我就唔覺得身為一個大學生會係垃圾囉！,你係唔係喺大學遇到啲咩挫折呀，不如講出嚟聽下睇吓可以點樣幫你？,都係㗎，入唔到大學都係有一技防身好。,入到大學就係入到大學㗎啦！都冇話負負碌嘅！,但係其實相對好多人嚟講，你入到大學都已經係好叻㗎喇！,大學嘅學習似乎令你感到有啲吃力，你可唔可以講下你平時係點讀書㗎？我哋一齊睇下你可以點樣讀得好啲吖？,係咪要樣樣全能真係未知住， 上到大學您可能有答案，,有冇試過問吓同學？話唔定佢可以幫到你？,知道你返學返到好攰，學校係咪有一啲你想逃避嘅嘢？可唔可以講嚟聽下，睇下可以點樣幫你面對？,你喺大學裡面覺得最吃力嘅係咩呀？建議你可以睇下https://www.cityu.edu.hk/sds/cs/pc/sul.htm，裡面有啲方法俾你面對學習帶嚟嘅壓力㗎。,1.0498046875,緊係有啦！對自己有要求就會有壓力㗎啦！ 讀大學都要自學埋識減壓呀！,你識得咁諗都幾好，加油啊。,"聽到您不開心.但有心唔怕遲,唔好咁灰心, 繼續努力尋找自己所長,你可以搵學校嘅counsellor傾下㗎",凡事都要向好嗰方面諗，既然選擇左呢條路就繼續加油,如果你放棄嘅話，就一定冇希望㗎啦。,聽到你唔太滿意而家嘅狀況，趁而家時間仲早，有冇考慮過轉科同轉校？,你而家係咪對自己嘅成績冇咩信心呢？你可唔可以講下你溫成點呀？係咩原因令你覺得自己頹咗嘅？,聽到你覺得呢科唔適合自己讀，係因為你能力唔夠定係你對呢科冇興趣呢？有冇考慮過轉科或者轉校呀？,不如你試下一路溫書，一路用個電話拍低自己做嘢嘅情況，睇下幫唔幫到你搵出令你冇效率嘅原因吖💡,其實網上面都有好多唔同嘅資源學英文嘅，又或者你可以去學校嘅Language Centre搵人幫吓你？加油啊！
224,工作中好難識到朋友....曾經的朋友都各有各忙…,你有冇諗過同同事做朋友呢？你亦都可以考慮從其他途徑去識新朋友，例如係參加下興趣班之類👍,L18,LL8,工作忙所以無時間識朋友，呢件事令你有點樣嘅感受呢？,你係咪覺得好難同同事做到朋友？,你係咪覺得好難識到朋友？你平時喺返學或者返工嘅地方識唔識到朋友？鼓勵你主動啲同其他人講嘢，話唔定好快就會識到新朋友呢😊,你係咪覺得好難識到新朋友呢？平時有冇啲會同你傾偈嘅朋友？,喺成長過程中，人會慢慢築起心牆去保護自己，所以就越大越難識到新朋友😔你可以試下參加多啲活動，話唔定會識到朋友呢！,聽到你話覺得人大咗好難識朋友，你可唔可以解釋下點解你會有咁嘅感覺嘅？,"在學校搵到朋友當然是好事, 但如果識唔到朋友專心讀書都唔係壞事呀？",聽你咁講，你認為自己性格有缺陷所以認識唔到朋友，是嗎？,點解你覺得同同事做唔到朋友呢？其實放咗工之後都可以參加多啲活動去識朋友啊👍,知道你為識唔到朋友而煩惱，你之前有冇試過主動認識新朋友呀？介唔介意分享下你嘅經歷，我哋再一齊睇下可以點樣幫你搵新朋友吖？,1.0498046875,你係咪覺得好難識到朋友？你平時喺返學或者返工嘅地方識唔識到朋友？鼓勵你主動啲同其他人講嘢，話唔定好快就會識到新朋友呢😊,覺得寂寞，希望有一個好朋友，但又擔心自己一廂情願。以前係發生咩嘢事令到你無安全感？,係咪有啲咩事情令你覺得冇真心朋友呀？如果你覺得好辛苦嘅話，可以試下同counsellor傾下計㗎，佢哋仲可以俾啲方法你去建立可以交心嘅關係㗎。,你話自己好似冇咩存在意義，你本來嘅期望係點樣㗎？我哋一齊睇下可以點樣幫你達到你嘅期望吖？,你有冇查過有咩方法可以提高自己嘅專注度？有需要嘅話你可以搵學校counsellor傾下呢個問題，佢地會畀到你好多專業意見㗎👍,你似乎覺得有啲孤獨喎，你有冇考慮過上網參加吓行山之類嘅興趣群組，擴闊下自己嘅社交圈子呢？,以前覺得同朋友一齊開心都只係一時嘅開心，而無人明白你，到底發生咗咩事呢？,唔好咁灰心住，你可以搵朋友分擔你嘅憂愁，互相扶持。只要你係真心對人嘅話，別人係看得見㗎。,你有冇試過主動約朋友呢？不過有時一個人獨處都好開心㗎😃,怕無人同你影相所以無去photoday，依家心情係點？
225,唔確定自己係咪鍾意呢科  到底出嚟係咪要做返呢行,聽到你猶豫自己係咪鍾意而家嘅科目同路向，建議你可以試下其他行業有關嘅活動或者兼職，體驗下其他行業再思考下自己鍾意同適合邊一行。,A1,AA1,唔鍾意但都不如試吓俾心機讀，拎個高啲嘅GPA，睇吓有冇機會轉返去自己想讀嘅科？,其實好多人畢業後嘅工作都同自己讀嗰科冇乜關係，建議你可以興趣行先，試下唔同嘅工作，再發掘適合自己嘅崗位，加油,睇嚟你對自己嘅選擇有點後悔，但即使主修科未必係你最有興趣嘅，你都可以用其他學分或者時間鑽研你鍾意嘅科目嘅。,聽到你猶豫自己係咪鍾意而家嘅科目同路向，建議你可以試下其他行業有關嘅活動或者兼職，體驗下其他行業再思考下自己鍾意同適合邊一行。,如果你對呢一科有興趣嘅，試下都好呀！,你可唔可以講多啲你覺得自己唔適合呢科嘅理由呢？睇下當中有冇啲係可以改善到嘅問題？,之前冇做唔緊要，依家開始做返咪得囉！,聽到你否定自己讀書付出過嘅努力，要記住，用心讀過書學過的知識，會是屬於你的寶貴資產。,有需要嘅話可以打去同學校嘅輔導員傾吓，佢哋可以同你分析下你而家嘅情況&可以做D咩㗎,理解你鍾意學習自己嗰科嘅知識但又無意將佢當成自己職業嘅感受，不過好多人大學畢業後其實都唔會做返同自己讀嘅科目相關嘅工作。所以建議你除咗讀書之外可以試下唔同嘅兼職或者課外活動，尋找你喜歡嘅工作環境，加油！,1.0478515625,聽到你猶豫自己係咪鍾意而家嘅科目同路向，建議你可以試下其他行業有關嘅活動或者兼職，體驗下其他行業再思考下自己鍾意同適合邊一行。,你仲有幾耐畢業呀？有心唔怕遲，鼓勵你可以把握最後嘅時間，做自己想做想試嘅事情💪,不如揾輔導員傾下，認識清楚自己嘅能力同興趣，揀一啲自己喜歡讀嘅科目去讀 至唔會浪費時間呀。,個人有多啲計劃就會冇咁驚㗎啦。你有冇咩計劃呀？,其實都唔係人人有夢想嘅，夢想唔係一時三刻會搵到嘅嘢。話唔定你玩多啲活動，慢慢會搵到呢！,睇到你對前途感到迷茫，唔知你平時嘅一日會係點過呢？我哋睇吓當中會唔會搵到一啲可以發展落去嘅嗜好？,聽到你最近有啲苦惱同後悔，鼓勵你同人傾訴，釋放一下負面嘅情緒。,明白你受到父母嘅壓力，大學以外其實都有唔少出路嘅，你係咪有啲咩興趣係想喺大學以外嘅地方發展？,大學嘅排名當然有啲人會睇有啲人會睇嘅， 但係如果佢搵得你去interview，我相信佢都想睇下你真正嘅實力。,明白你為咗要有相關資歷而要繼續讀。當初點解會退學嘅？有冇考慮過高中插班繼續讀呀？
226,唔確定自己係咪鍾意呢科  到底出嚟係咪要做返呢行,"聽到您不開心,對自己讀緊嘅科有啲擔心，但仲有時間，試下參加多啲活動了解下自己，總會搵到適合自己嘅興趣同工作！",A1,AA1,其實好多人畢業後嘅工作都同自己讀嗰科冇乜關係，建議你可以興趣行先，試下唔同嘅工作，再發掘適合自己嘅崗位，加油,唔鍾意但都不如試吓俾心機讀，拎個高啲嘅GPA，睇吓有冇機會轉返去自己想讀嘅科？,聽到你猶豫自己係咪鍾意而家嘅科目同路向，建議你可以試下其他行業有關嘅活動或者兼職，體驗下其他行業再思考下自己鍾意同適合邊一行。,睇嚟你對自己嘅選擇有點後悔，但即使主修科未必係你最有興趣嘅，你都可以用其他學分或者時間鑽研你鍾意嘅科目嘅。,如果你對呢一科有興趣嘅，試下都好呀！,你可唔可以講多啲你覺得自己唔適合呢科嘅理由呢？睇下當中有冇啲係可以改善到嘅問題？,之前冇做唔緊要，依家開始做返咪得囉！,聽到你否定自己讀書付出過嘅努力，要記住，用心讀過書學過的知識，會是屬於你的寶貴資產。,有需要嘅話可以打去同學校嘅輔導員傾吓，佢哋可以同你分析下你而家嘅情況&可以做D咩㗎,理解你鍾意學習自己嗰科嘅知識但又無意將佢當成自己職業嘅感受，不過好多人大學畢業後其實都唔會做返同自己讀嘅科目相關嘅工作。所以建議你除咗讀書之外可以試下唔同嘅兼職或者課外活動，尋找你喜歡嘅工作環境，加油！,1.0478515625,無論係咩科都好，始終都叫做大學畢業呀！相信你嘅父母知道你盡咗力，都唔會怪你㗎！,聽到你對前途感到迷茫，但你仲後生其實唔怕試下唔同嘅工，試夠先再決定入邊行都未遲吖？,"聽到您不開心,對自己讀緊嘅科有啲擔心，但仲有時間，試下參加多啲活動了解下自己，總會搵到適合自己嘅興趣同工作！",你識得咁諗都幾好，希望你可以搵到你想做嘅嘢啦。,有好多嘅意義未必一時三刻會搵到，加油啊，將來嘅你會感激依家嘅自己。,明白你因為被拒絕而感到自卑，你覺得自己點樣差法呢？等我哋睇下有咩補救方法吖？,我明白你嘅感受，你可以試下參加多啲networking嘅活動，識多啲人，或者會搵到工作機會呢。,知道你對前途感到迷茫，gap year都係一個幫自己認清前途嘅好方法，鼓勵你趁gap year試多啲讀書以外，唔同嘅工作或者活動，早日搵到自己想行嘅路，加油！,如果有需要可以去學校搵輔導員同你分析下，同睇下你份履歷有冇改善嘅空間吖！,嗯⋯⋯個人好攰可以有好多原因，除左工作，日常生活習慣，例如夜瞓，都會影響到你既精神狀態；
227,讀到final year都仲係唔係好知點溫書先最有效..,聽到你搵唔到適合自己嘅溫書方法，不妨參考下唔同同學嘅方法?,A3,AA3,試下搵啱自己嘅方式溫書，會更有效，有心唔怕遲,如果想揾更有效嘅温書方法，有冇試過請教過老師或者師兄師姐呀？,你會唔會係未識用啲比較有效嘅溫書方法？你不妨請教下老師同同學有冇咩心得，加油啊👍,如果壓力太大，又冇一個有效嘅減壓方法就會影響身體健康㗎啦！,不如你試下一路溫書，一路用個電話拍低自己做嘢嘅情況，睇下幫唔幫到你搵出令你冇效率嘅原因吖💡,欣賞你花時間同心機去迎接教學語言轉變而帶嚟嘅挑戰，你覺得你而家嘅溫習方法有效嗎？,知道溫唔到書嘅情況令你感到氣餒，如果你覺得攰嘅話，不妨休息下瞓一覺，等頭腦清晰啲再讀，話唔定會更加有效率！,睇到你晝夜都安排咗嚟讀書，建議你可以幫自己寫個時間表，讀書之餘安排返啲時間俾自己休息，唞足精神讀書先有效率㗎。,唔知點溫書先好🤔你可唔可以講下你平時係點溫書㗎？我哋一齊睇下可以點讀好啲吖？,我明白你嘅感受，讀好書唔容易，唔好忘記幫自己打氣呀。,1.0498046875,我明白你嘅感受，有冇諗過轉major？唔好忘記幫自己打氣呀。,明白你學習環境轉變嘅憂慮，一路以嚟即使要讀嘅嘢好難，但你都成功克服國過嚟，要對自己嘅能力有信心，你可以習慣到新嘅學習模式嘅！,聽到你仲未適應到大學生活，不如試一下多結交朋友，問他們意見，睇下佢地可唔可以幫到你?,明白你唔鍾意自己嗰科嘅痛苦，你有冇考慮過轉科呢？,睇到你因為冇相關背景知識而讀得好辛苦，你有冇試過向有相關背景嘅同學或者老時求助呀？,聽來你好像後悔當初的怠惰，但已經過去左嘅就唔好咁執著啦，重要嘅係做好依家!,感受到你覺得好焦慮，你會唔會想同學校counsellor傾下，佢哋有方法舒緩你嘅負面情緒㗎。,休息多啲，聽吓音樂，做想做嘅嘢，食想食嘅嘢。,你有冇試過搵導師或者同學幫手呢？有時候啲嘢係聽多幾次、聽下唔同人解釋先會明㗎，唔好放棄、加油呀！,點解你覺得讀呢科冇乜用呢？如果你真係覺得讀得好辛苦嘅話，會唔會考慮轉major呢？
228,讀到final year都仲係唔係好知點溫書先最有效..,如果想揾更有效嘅温書方法，有冇試過請教過老師或者師兄師姐呀？,A3,AA3,試下搵啱自己嘅方式溫書，會更有效，有心唔怕遲,如果想揾更有效嘅温書方法，有冇試過請教過老師或者師兄師姐呀？,你會唔會係未識用啲比較有效嘅溫書方法？你不妨請教下老師同同學有冇咩心得，加油啊👍,如果壓力太大，又冇一個有效嘅減壓方法就會影響身體健康㗎啦！,不如你試下一路溫書，一路用個電話拍低自己做嘢嘅情況，睇下幫唔幫到你搵出令你冇效率嘅原因吖💡,欣賞你花時間同心機去迎接教學語言轉變而帶嚟嘅挑戰，你覺得你而家嘅溫習方法有效嗎？,知道溫唔到書嘅情況令你感到氣餒，如果你覺得攰嘅話，不妨休息下瞓一覺，等頭腦清晰啲再讀，話唔定會更加有效率！,睇到你晝夜都安排咗嚟讀書，建議你可以幫自己寫個時間表，讀書之餘安排返啲時間俾自己休息，唞足精神讀書先有效率㗎。,唔知點溫書先好🤔你可唔可以講下你平時係點溫書㗎？我哋一齊睇下可以點讀好啲吖？,我明白你嘅感受，讀好書唔容易，唔好忘記幫自己打氣呀。,1.0498046875,如果想揾更有效嘅温書方法，有冇試過請教過老師或者師兄師姐呀？,你會唔會係未識用啲比較有效嘅溫書方法？你不妨請教下老師同同學有冇咩心得，加油啊👍,過左去嘅嘢就唔好太傷心啦，何況人係會進步嘛，人就係要續步續步學習啦係咪?,"咁樣咪讀得辛苦,大學課程有咁多選擇，有無考慮過讀下唔同department開嘅course揾下自己興趣啊?",聽來你最近壓力有點大，不如先讓自己休息一下，再繼續努力?,我明白你嘅感受，唔好怪自己啦。,我明白讀書喺好辛苦，有冇諗過轉major？唔好忘記幫自己打氣呀。,上堂有嘢唔明 有冇立刻問老師呀？,感受到你嘅壓力好大，建議你工作嘅同時，都安排一啲空白嘅時間俾自己，咩都唔睇唔諗，重新整理吓心情同頭腦。,冇人話一定要做啲咩嘅，你做嘅每一件事最緊要自己想做。
229,"搵唔到intern好煩好灰…唔單止搵唔到intern,就連諗住搵份part time做住先都搵唔到，真心覺得自己好廢柴，近排好多負能量，唔知要點算好…真係好灰好灰",唔好咁灰心住，你可以試下參加多啲networking嘅活動，識多啲人，或者會搵到工作機會呢。,A1,AA1,"intern唔係一定要搵到嘅, 搵唔到intern可以自己做下一啲溫習, 自己做一啲project,  又或者搵啲part time做都可以增加你嘅工作經驗㗎。",感受到你嘅心煩，建議你可以每日都分配時間溫習、搵intern同埋休息，搵返個平衡。,感受到你因為搵intern而覺得疲累，不如你講多啲你搵intern嘅情況，睇下我可以點幫你？,搵intern係需要耐性和時間㗎。,唔緊要啦！揾既過程都係學習黎嘅！如果真係 搵唔到intern，咪用啲時間溫下書，學下新技能，或者，陪下屋企人囉。,感受到你搵唔到intern嘅焦躁，除咗做intern，我相信仲有好多其他活動係可以豐富你嘅學習經驗嘅，你有冇考慮過海外留學或者義工之類嘅活動呀？,知道你未搵到intern而覺得焦躁，你介唔介意講下點解你會想搵intern嘅？除咗intern之外會唔會有其他活動係可以幫你達到同樣嘅目的㗎？,唔好灰心呀！搵intern 同搵工一樣都要睇下際遇，唔一定係你個人問題㗎。,係呀！搵intern其實等於係話你之後畢業要搵工做預習嘅！搵嘅過程裏面你會慢慢發現自己有邊啲長處同短處， 更加知道自己應該向邊個方向發展㗎啦！,搵工同搵intern都係睇場市需求情況， 每間公司對intern嘅要求亦都有唔同 ，所以唔使擔心啦！,1.0498046875,啱啱畢業做住part time先都好嘅！咁會無咁大壓力，可以慢慢咁去搵你有興趣嘅工作！ 見多幾份工，你就會知道自己對乜嘢有興趣㗎啦！,讀書唔代表一切㗎搵工都要慢慢搵、慢慢試，虛心學習，要D時間先知道自己適合做乜嘢㗎,知道你因為幾次求職都唔成功而感到灰心，你覺得自己喺過去幾次嘅面試表現如何呢？我哋一齊嚟睇下仲有咩進步空間，為之後嘅面試做好準備吖！,唔好咁灰心住，你可以試下參加多啲networking嘅活動，識多啲人，或者會搵到工作機會呢。,你似乎唔太清楚自己嘅方向，但你距離畢業仲有一年時間，不妨用呢段時間試下唔同嘅活動或者兼職，睇吓自己適合咩工作吖？,唔好咁灰心啦，只要有決心一定搵到嘅，唔好俾自己太大壓力，呢段時間增值下自己先,大學嘅排名當然有啲人會睇有啲人會睇嘅， 但係如果佢搵得你去interview，我相信佢都想睇下你真正嘅實力。,有需要可以搵輔導員同你分析下呀！,理解你因為讀自己冇興趣嘅科而覺得辛苦，將來唔做同本科相關嘅工作嘅話，你打算做咩類型嘅工？會唔會試下相關嘅兼職或者實習？,聽到你有很努力地完成學業，要一直都抱有這種樂觀的心態!
230,"搵唔到intern好煩好灰…唔單止搵唔到intern,就連諗住搵份part time做住先都搵唔到，真心覺得自己好廢柴，近排好多負能量，唔知要點算好…真係好灰好灰",感受到你因為屢次求職失敗而覺得灰心。你點解會想搵工嘅？除咗intern同part-time之外仲有冇其他活動係可以取代到㗎？,A1,AA1,"intern唔係一定要搵到嘅, 搵唔到intern可以自己做下一啲溫習, 自己做一啲project,  又或者搵啲part time做都可以增加你嘅工作經驗㗎。",感受到你嘅心煩，建議你可以每日都分配時間溫習、搵intern同埋休息，搵返個平衡。,感受到你因為搵intern而覺得疲累，不如你講多啲你搵intern嘅情況，睇下我可以點幫你？,搵intern係需要耐性和時間㗎。,唔緊要啦！揾既過程都係學習黎嘅！如果真係 搵唔到intern，咪用啲時間溫下書，學下新技能，或者，陪下屋企人囉。,感受到你搵唔到intern嘅焦躁，除咗做intern，我相信仲有好多其他活動係可以豐富你嘅學習經驗嘅，你有冇考慮過海外留學或者義工之類嘅活動呀？,知道你未搵到intern而覺得焦躁，你介唔介意講下點解你會想搵intern嘅？除咗intern之外會唔會有其他活動係可以幫你達到同樣嘅目的㗎？,唔好灰心呀！搵intern 同搵工一樣都要睇下際遇，唔一定係你個人問題㗎。,係呀！搵intern其實等於係話你之後畢業要搵工做預習嘅！搵嘅過程裏面你會慢慢發現自己有邊啲長處同短處， 更加知道自己應該向邊個方向發展㗎啦！,搵工同搵intern都係睇場市需求情況， 每間公司對intern嘅要求亦都有唔同 ，所以唔使擔心啦！,1.0498046875,感受到你因為屢次求職失敗而覺得灰心。你點解會想搵工嘅？除咗intern同part-time之外仲有冇其他活動係可以取代到㗎？,睇嚟你喺搵intern上面遇到啲挫折，介唔介意講多少少你搵intern嘅經歷嚟聽吓？,明白你對於僱主反口而感到失望，希望你唔好因為呢次嘅經驗而對求職卻步，再接再厲！,如果你自己解決唔到，或者，去見下學校嘅輔導員同佢哋傾下吖？,聽到你對職場生活感到疲憊，比時間自己休息一下，再繼續前行吧!,"聽到您不開心,對自己讀緊嘅科有啲擔心，試下同佢地遘通下，等佢地知道你嘅諗法",睇見你對前途感到迷茫，不如你分享下你本身對前途有咩憧憬吖？,唔好咁灰心住，要找到自己夢想唔容易，你付出嘅努力唔會白費嘅，唔好忘記幫自己打氣呀。,唔好咁灰心住，要找到人生目標唔容易，你付出嘅努力唔會白費嘅，唔好忘記幫自己打氣呀。,有心唔怕遲，只要你有計劃重返校園，永遠都唔會遲㗎。不如你講多啲你而家嘅處境俾我知，睇下我哋可以點樣送你返入學校吖？
231,"搵唔到intern好煩好灰…唔單止搵唔到intern,就連諗住搵份part time做住先都搵唔到，真心覺得自己好廢柴，近排好多負能量，唔知要點算好…真係好灰好灰",但係都可以積極D咁諗，用呢啲時間去裝備自己，例如做下運動！,A1,AA1,"intern唔係一定要搵到嘅, 搵唔到intern可以自己做下一啲溫習, 自己做一啲project,  又或者搵啲part time做都可以增加你嘅工作經驗㗎。",感受到你嘅心煩，建議你可以每日都分配時間溫習、搵intern同埋休息，搵返個平衡。,感受到你因為搵intern而覺得疲累，不如你講多啲你搵intern嘅情況，睇下我可以點幫你？,搵intern係需要耐性和時間㗎。,唔緊要啦！揾既過程都係學習黎嘅！如果真係 搵唔到intern，咪用啲時間溫下書，學下新技能，或者，陪下屋企人囉。,感受到你搵唔到intern嘅焦躁，除咗做intern，我相信仲有好多其他活動係可以豐富你嘅學習經驗嘅，你有冇考慮過海外留學或者義工之類嘅活動呀？,唔好灰心呀！搵intern 同搵工一樣都要睇下際遇，唔一定係你個人問題㗎。,知道你未搵到intern而覺得焦躁，你介唔介意講下點解你會想搵intern嘅？除咗intern之外會唔會有其他活動係可以幫你達到同樣嘅目的㗎？,係呀！搵intern其實等於係話你之後畢業要搵工做預習嘅！搵嘅過程裏面你會慢慢發現自己有邊啲長處同短處， 更加知道自己應該向邊個方向發展㗎啦！,搵工同搵intern都係睇場市需求情況， 每間公司對intern嘅要求亦都有唔同 ，所以唔使擔心啦！,1.0498046875,感受到你因為求職唔順利而灰心，你覺得自己喺當中有咩不足之處呢？除咗工作之外，你覺得仲有冇其他活動係可以幫你增值自己吖嗱？,睇到你擔心成績唔好會影響你搵工，不過僱主除咗睇你嘅成績之外都應該會留意下你有冇相關嘅工作經驗嘅，如果你距離畢業仲有一啲時間，建議你可以參加一啲同你想做嘅工作有關嘅實習或者活動，增加你對行業嘅認識，及早為求職準備。,理解你對社會嘅不滿，與此同時，不如你分享多啲你自己嘅情況，睇下有咩係我可以幫到你嘅？,唔好咁灰心啦，只要有決心一定搵到嘅，唔好俾自己太大壓力，呢段時間增值下自己先,知道你因為成績唔好而擔心搵唔到工，既然你都知道成績唔係一切，建議你試下參加同你想做嘅工作有關嘅活動、兼職或者實習，靠實戰經驗喺其他競爭者之間突圍而出。,聽到你對前途有點迷惘，但要相信天無絕人之路，總會搵到屬於自己嘅出路!,聽落你有工作方面嘅問題喎，不如講多啲，睇吓我可以點樣幫你？,想學習其他嘅範疇當然冇問題啦，但係現階段嘅你 最緊要都係學業呀,唔讀書唔代表就係退休喎,最好問下你要apply 嗰個新course 嘅dept office； 如果你有時間有金錢 ，一試無妨呀。
