,text_a,text_b,smallsymptom,bigsymptom,match0,match1,match2,match3,match4,match5,match6,match7,match8,match9,score,100match0,100match1,100match2,100match3,100match4,100match5,100match6,100match7,100match8,100match9
200,我覺得我呢次口語考試考得唔理想,覺得今次口語考試考得唔理想嘅原因係？,T9,TT4,個考試唔理想係可惜嘅！但係，既然試都考完啦，其實而家都應該係時候好好休息下啦！ 下次再努力過啦！,覺得今次口語考試考得差嘅原因係？,覺得今次口語考試考得唔理想嘅原因係？,覺得今次口語考試發揮得唔好嘅原因係？,見到你發現自己因為期望落差而覺得灰心，你可唔可以具體講下你嘅理想同現實分別係點㗎？,好似考得唔理想，之所以會咁諗嘅原因係？,呢次考試發揮得唔好，會咁覺得嘅原因係？,呢次考試無發揮好，會咁覺得嘅原因係？,會唔會係其他原因令到效果唔理想，試下問下師兄、同學仔睇下點樣可以令自己更加進步。,明白你嘅焦慮感，既然而家已經考完，咁你可以放鬆返心情，做下自己鍾意嘅嘢，唔洗成日諗住成績㗎😊萬一真係考得唔理想，咁咪再計劃下應該點做囉，天無絕人之路呀😊,1.0361328125,覺得今次口語考試考得唔理想嘅原因係？,明白你覺得好煩惱，你可以請教下老師或者有類似經驗嘅過來人，希望有多啲人會畀有用嘅意見你，咁你就唔會咁迷惘啦😊,只要你盡咗力去考，就已經好好㗎啦👍,覺得大部分題目都錯嘅原因係？,好擔心自己答案正唔正確，令你覺得點？,欣賞你檢視自己做得唔好嘅地方，你覺得自己因為啲咩緊張呢？你平時會用啲咩方法令自己冇咁緊張㗎？,聽起嚟你好似對自己嘅成績冇咩信心，你有冇試過同老師傾訴過呀？佢哋可以按照你嘅情況俾啲升學嘅意見你㗎。,睇嚟你對自己嘅成績冇咩信心，係咩原因令你覺得自己會死得好慘烈呀？我哋一齊睇下有咩解決方法吖？,唔知考試結果點，能你嘅感受係？,覺得好似成績唔好，係咩原因呢？
201,我覺得我呢次口語考試考得唔理想,個考試唔理想係可惜嘅！但係，既然試都考完啦，其實而家都應該係時候好好休息下啦！ 下次再努力過啦！,T9,TT4,個考試唔理想係可惜嘅！但係，既然試都考完啦，其實而家都應該係時候好好休息下啦！ 下次再努力過啦！,覺得今次口語考試考得差嘅原因係？,覺得今次口語考試考得唔理想嘅原因係？,覺得今次口語考試發揮得唔好嘅原因係？,見到你發現自己因為期望落差而覺得灰心，你可唔可以具體講下你嘅理想同現實分別係點㗎？,好似考得唔理想，之所以會咁諗嘅原因係？,呢次考試發揮得唔好，會咁覺得嘅原因係？,呢次考試無發揮好，會咁覺得嘅原因係？,會唔會係其他原因令到效果唔理想，試下問下師兄、同學仔睇下點樣可以令自己更加進步。,明白你嘅焦慮感，既然而家已經考完，咁你可以放鬆返心情，做下自己鍾意嘅嘢，唔洗成日諗住成績㗎😊萬一真係考得唔理想，咁咪再計劃下應該點做囉，天無絕人之路呀😊,1.0361328125,個考試唔理想係可惜嘅！但係，既然試都考完啦，其實而家都應該係時候好好休息下啦！ 下次再努力過啦！,覺得今日考得唔好嘅原因係？,認為自己做得爛，係咩意思呢？我想聽你講多啲。,感受到你嘅傷心😭希望你唔會因為一科嘅考試而影響其他科嘅發揮，你會唔會想同counsellor傾下計，釋放下啲負面情緒？,瘦咗好多要注意身體健康呀！ 唔使太擔心考試成績嘅。,而家最緊要係令自己個人冇咁焦慮先，其他嘢都係其次呀😔我地一齊諗下點樣可以令你冇咁焦慮啊，有我喺度陪住你😊,考試有壓力覺得緊張，係正常架； 緊張到咁唔舒服就要提自己放鬆下，,遇到識嘅題目想快啲答完，你會用咩方法？,被家人同父母罵，會令你有點嘅感受？,手腳冰涼但係其他部分熱嘅時侯，你嘅感受係點樣？
202,我呢啲唔上唔落嘅都唔知點算。去到year2發現自己真係開始跟唔上,你覺得自己點樣唔上唔落呀？你介唔介意講多少少你嘅情況俾我聽，我哋一齊睇下有咩解決方法吖？,A2,AA2,明白你因為跟唔上而唔開心。你平時放學會用幾多時間溫習課堂內容？有冇預習備課嘅習慣呀？,你覺得自己點樣唔上唔落呀？你介唔介意講多少少你嘅情況俾我聽，我哋一齊睇下有咩解決方法吖？,上堂跟唔上係會幾麻煩，你有冇試過搵同學幫你呢？鼓勵你都可以試下課後問返professor，等佢親自同你再講多次😊,趁住而家仲喺year3， 盡快搵老師或者職業輔導員傾下，認識一下自己嘅能力同長處呀。,你係咪覺得自己跟唔上學習進度呀？鼓勵你可以同同學一齊溫習，互相支持、互補不足，加油💪,感受到你因為追唔上人哋而唔開心，但其實每個人嘅步伐都唔同，重要嘅係你享受學習嘅過程，同埋你自己喺當中係有所成長，唔需要因為自己唔夠人比就灰心，你最大嘅對手就係你自己啊。,有冇都好，唔使理人哋點諗喎，最緊要係做緊自己想做嘅嘢。,認清楚自己焦慮嘅原因係一個好開始嚟👍建議你可以去https://www.cityu.edu.hk/sds/cs/pc/sul.htm睇下有關時間同壓力管理嘅資訊，希望可以幫到你😊,你係咪對上網課有啲咩不滿？不妨講嚟聽下啊😀我地一齊傾下點樣可以令你更有動力去學嘢💪,但係 勤力係你嘅選擇，我更加欣賞你後天嘅努力呀！,1.0341796875,你覺得自己點樣唔上唔落呀？你介唔介意講多少少你嘅情況俾我聽，我哋一齊睇下有咩解決方法吖？,係呀！同時間要處理太多嘢會力不從心㗎。所以要取捨， 接受人嘅能力係有限，安排D時間比自己休息呀！,理解你想重返校園嘅心情，介唔介意講多啲網上授課對你嘅影響同埋問題，我哋一齊諗吓有冇解決方法？,可能呢個人就快出現呢？,"大有人在, 你絕對唔孤單㗎！",讀書壓力大，我明白。你呢刻嘅心情係點？,"聽到您不開心,唔好咁灰心, 繼續努力尋找自己所長,你可以搵學校嘅counsellor傾下㗎","咁樣咪讀得辛苦,大學課程有咁多選擇，有無考慮過讀下唔同department開嘅course揾下自己興趣啊?",見你因為英文嘅問題而喺學習上感到吃力，其實學校有唔少俾學生嘅英語支援，你不妨可以去睇下有冇適合自己嘅服務㗎😊,有冇試過email同professor傾吓？話唔定佢可以幫到你？
203,"我日日考 DSE 都肚痛
我早一個鐘去到考場，痾定先",睇得出你嘗試搵方法面對考試就會肚痛嘅問題，不過治標不如治本，你覺得自己會因為咩原因考試先嚟肚痛呢？🤔,T29,TT10,Exam胃痛，你會點處理？,考試肚痛都真係幾麻煩，你覺得自己會因為咩緊張呢？等我哋睇下可以點又問題嘅根源開始解決你嘅煩惱吖？,考試嘅時侯肚痛，你會點處理？,考試嘅時候胃痛，你會點處理？,睇得出你嘗試搵方法面對考試就會肚痛嘅問題，不過治標不如治本，你覺得自己會因為咩原因考試先嚟肚痛呢？🤔,考試嘅時侯胃痛，你會點處理？,睇到你話考試會肚痛，你平時考試嘅時候會係咩心情？你覺得自己點解會有呢種感覺嘅？,你有冇搵過可以令自己冇咁緊張嘅方法啊？另外你都可以同學校counsellor傾下呢個問題，相信佢會提供到啲有用嘅建議畀你😊,你有冇試下搵啲可以令自己冇咁緊張嘅方法啊？另外你都可以同學校counsellor傾下呢個問題，相信佢會提供到啲有用嘅建議畀你😊,聽見你話考試會肚痛，你考試嘅時候會係咩心情㗎？你覺得係咩原因令你有咁嘅感覺？,0.95166015625,睇得出你嘗試搵方法面對考試就會肚痛嘅問題，不過治標不如治本，你覺得自己會因為咩原因考試先嚟肚痛呢？🤔,你睇嚟好唔舒服咁喎😰你會唔會想講下係咩嘢令你有咁嘅感受呀？等我睇下可以點幫你吖？,知道你每次考試嘅時候身體狀況都會唔太好，你平時會點樣應對㗎？你覺得係咩原因會咁吖嗱？,考試唔舒服而表現唔好都幾可惜，你考緊試嘅時候通常會有咩感受？你覺得有咩原因令你有咁嘅感覺嘅？,你覺得自己係因為咩原因緊張呢？平時遇到呢啲情況嘅時候你會點做㗎？,咖啡因同休息唔夠都可能會引致頭痛手震 都可以徵詢醫生意見睇下點樣舒緩同避免 適當服用藥物可能會有幫助,知道你覺得讀書壓力大到令你覺得好辛苦，你平時會放幾多時間溫書㗎？鼓勵你試下幫自己整個時間表，讀書之餘都分配啲時間休息。,成日睇錶，因為驚時間唔夠用。你呢啲時侯嘅感受係點？,試下同媽咪傾下，話比佢知你呢一科不太理想比佢做定心理準備,媽媽點解會鬧你嘅？不如你講多啲你嘅情況俾我聽，等我睇下可以點幫你吖？
204,本身個人已經好摺唔識去識新朋友，以為中學識嗰啲就夠，點知連中學啲朋友都冇埋，更加唔知點去識密友,有時候要勇敢踏出第一步，以誠懇嘅態度同人交流。唔好忘記幫自己打氣呀,L18,LL8,明白你雖然有努力去認識新朋友但結果未如理想，你介唔介意分享多啲你嘅經歷，睇下當中有冇啲咩可以改善嘅地方？,見到你話大個之後唔會做某啲嘢去識新朋友，會唔會想講下係咩嘢嚟㗎？等我哋一齊諗下仲有冇其他方法幫你識新朋友？,覺得中學嘅時侯唔識同人相處，只有打機嘅朋友，果陣時發生咗啲點嘅事呢？,欣賞你咁努力去識新朋友，但咁嘅情況都未必係因為你嘅問題導致，可能只係咁啱你地唔係好夾😔唔洗太唔開心，話唔定遲啲你就會識到朋友呢😊,聽落你似乎對於自己冇咩自信心，覺得自己好難去做好每一件事，更因而感到自卑，唔敢認識新朋友。你可以同學校嘅counsellor傾下㗎！,認為大學識人比中學更加需要主動，喺點解呢？,聽到你話冇咗中學嘅朋友，介唔介意講下發生咩事令你有咁嘅想法呀？另外會唔會試下參加吓新學校嘅課外活動，挑戰自己去認識新嘅朋友？,覺得中學嘅時侯會同同學一齊過節日過生日，而大學嘅同學好難熟絡。喺大學似乎有啲唔太好嘅經歷，導致你冇咁信任其他同學。,我完全明白你好想認識新朋友，但同時又無動力去行動嘅無奈。係咩原因導致你冇動力呀？,明白你認為大學階段認識新朋友好困難，而且亦好難維繫，令你好迷失，是嗎？,1.0009765625,"俾個機會自己,俾個機會別人,你又可以試下用交友應用程式，搵志同道合嘅朋友。",有時候要勇敢踏出第一步，以誠懇嘅態度同人交流。唔好忘記幫自己打氣呀,聽到你話成日都會唔開心，係咩事情令你有咁嘅感受呀？,聽到你話想有多個伴，你有冇試過認識新嘅朋友呀？可唔可以講多啲你嘅經歷，我哋再一齊搵下有咩方法可以幫到你吖？,你睇嚟好似有啲無力感，你可唔可以講多啲係咩事情令你有咁嘅感受，等我睇下有咩方法可以幫你？,孤單的確難受。自己一個等其他人關心同理解唔係一件容易嘅事。會唔會想主動搵其他人？,孤獨到喊😭有時喊出嚟講出嚟係會舒服啲㗎，不如你講下最近有咩令你覺得唔開心嘅事，我哋一齊睇下可以點做吖？,內心陰暗，係指啲乜嘢呢？可以講多啲俾我聽嗎？,聽你嘅情況你好似好多負能量咁，你會唔會想同我講下呢？我好樂意聽你訴苦㗎。,真正嘅朋友係唔會介意聽你講心事㗎😀
205,本身個人已經好摺唔識去識新朋友，以為中學識嗰啲就夠，點知連中學啲朋友都冇埋，更加唔知點去識密友,聽到你話冇咗中學嘅朋友，介唔介意講下發生咩事令你有咁嘅想法呀？另外會唔會試下參加吓新學校嘅課外活動，挑戰自己去認識新嘅朋友？,L18,LL8,明白你雖然有努力去認識新朋友但結果未如理想，你介唔介意分享多啲你嘅經歷，睇下當中有冇啲咩可以改善嘅地方？,見到你話大個之後唔會做某啲嘢去識新朋友，會唔會想講下係咩嘢嚟㗎？等我哋一齊諗下仲有冇其他方法幫你識新朋友？,覺得中學嘅時侯唔識同人相處，只有打機嘅朋友，果陣時發生咗啲點嘅事呢？,欣賞你咁努力去識新朋友，但咁嘅情況都未必係因為你嘅問題導致，可能只係咁啱你地唔係好夾😔唔洗太唔開心，話唔定遲啲你就會識到朋友呢😊,聽落你似乎對於自己冇咩自信心，覺得自己好難去做好每一件事，更因而感到自卑，唔敢認識新朋友。你可以同學校嘅counsellor傾下㗎！,認為大學識人比中學更加需要主動，喺點解呢？,聽到你話冇咗中學嘅朋友，介唔介意講下發生咩事令你有咁嘅想法呀？另外會唔會試下參加吓新學校嘅課外活動，挑戰自己去認識新嘅朋友？,覺得中學嘅時侯會同同學一齊過節日過生日，而大學嘅同學好難熟絡。喺大學似乎有啲唔太好嘅經歷，導致你冇咁信任其他同學。,我完全明白你好想認識新朋友，但同時又無動力去行動嘅無奈。係咩原因導致你冇動力呀？,明白你認為大學階段認識新朋友好困難，而且亦好難維繫，令你好迷失，是嗎？,1.0009765625,聽到你話冇咗中學嘅朋友，介唔介意講下發生咩事令你有咁嘅想法呀？另外會唔會試下參加吓新學校嘅課外活動，挑戰自己去認識新嘅朋友？,如果係嘅話，主動啲同佢哋傾計囉。,你有冇諗過同同事做朋友呢？你亦都可以考慮從其他途徑去識新朋友，例如係參加下興趣班之類👍,生活忙到冇乜時間social都真係會幾孤單，你可唔可以講下點解每日都要早出晚歸，等我睇下可以點幫你吖？,聽到你話覺得空虛，你介唔介意講多啲發生咗啲咩事令你有咁嘅感受呀？,你好似覺得有啲孤獨，你介唔介意分享下係咩事情令你有咁嘅感受呀？等我睇下可以點幫你吖？,試吓搵吓其他嘅朋友 比下其他人機會 或者都可以主動約下人,感受到你嘅孤獨，你介唔介意講多啲當時嘅感受或者你過去嘅經歷，睇下我可以點幫你？,明白孤獨嘅感覺唔好受。其他人覺得你好多朋友，但係你覺得唔係咁樣，點解會有呢個分別呢？,鼓勵你安排多啲活動畀自己👍分散下注意力，自然就唔會諗太多傷心嘢啦👍
206,"今年22歲, 讀緊HD就畢業, 對自己嘅將來一啲頭緒都無, 讀書都係為讀而讀.",有需要嘅，可以搵學校嘅輔導員同你傾吓一齊搵吓方向㗎，佢哋嘅電話係<SDS_PHONE>,A1,AA1,"聽到您不開心,對自己讀緊嘅科有啲擔心，試下同佢地遘通下，等佢地知道你嘅諗法",其實，每個人都有自己嘅時間表㗎。 25歲仲好後生呀！,你睇嚟有啲後悔自己選修科學，但其實讀科學係需要好清晰嘅頭腦，除咗做科學家之外，應該仲有好多工作係需要科學家嘅頭腦嘅，你仲有好多選擇㗎，唔好局限咗自己！,今年經濟唔好，係要有D耐性揾，只要唔好放棄，就會有機會搵到㗎啦！💪加油呀！,你聽落有啲迷茫，不如你講多啲你而家嘅狀況，你係讀緊書定係返緊工㗎？睇下我可以點樣幫你？,"聽到您不開心,對自己讀緊嘅科有啲擔心，但仲有時間，試下參加多啲活動了解下自己，總會搵到適合自己嘅興趣同工作！",聽到你對現在就讀嘅科目不太感興趣，不如試下多上其他部門嘅課堂，發掘自己嘅長處同興趣，充實地過好每一天吧!,"相信畢咗業嘅同學 正在努力搵工 或者巳經返緊工, 或者繼續進修。",聽到你對自己有點失望同對前景感到迷惘，記得永遠都要用盡全力，唔好令自己有後悔嘅機會!,睇到你覺得將來好似好絕望咁，不如你講多啲你而家嘅情況俾我聽，睇下可以點樣幫你？,1.0234375,你似乎覺得有啲矛盾，介唔介意分享多啲睇下可以點樣幫你？,聽到你對自己曾經嘅選擇感到失望，比少少break time自己，嘗試搵下自己嘅長處同興趣啦!,聽落你好似唔係幾滿意而家嘅現狀，其實畢業一年內學校仲有好多就業方面嘅資源同服務你係可以用㗎，不如你去CLC網頁睇睇？,有無試過約學校嘅輔導員同你review 下，睇下有咩改善嘅空間啦呢？,但係出身我哋無得㨂，不如轉換心情，學多D嘢，再揾份好工，就可以脫苦海啦！,既然grad. 到，都算有一技之長呀！,每個人追求嘅嘢都唔同嘅，,聽落你唔係幾滿意現狀，不過求職嘅時候，僱主睇嘅唔單止係你嘅學歷，鼓勵你把握未畢業嘅時間，參與多啲課外活動，做下兼職或者實習，考經驗嚟提高自己嘅競爭力，加油！,試吓俾心機讀，拎個高啲嘅GPA，睇吓有冇機會轉返去自己想讀嘅科？,你點會係垃圾呢？起碼你係一個孝順父母嘅人呀！
207,"今年22歲, 讀緊HD就畢業, 對自己嘅將來一啲頭緒都無, 讀書都係為讀而讀.",或者你可以同你HD嘅adviser傾吓先？,A1,AA1,"聽到您不開心,對自己讀緊嘅科有啲擔心，試下同佢地遘通下，等佢地知道你嘅諗法",其實，每個人都有自己嘅時間表㗎。 25歲仲好後生呀！,你睇嚟有啲後悔自己選修科學，但其實讀科學係需要好清晰嘅頭腦，除咗做科學家之外，應該仲有好多工作係需要科學家嘅頭腦嘅，你仲有好多選擇㗎，唔好局限咗自己！,今年經濟唔好，係要有D耐性揾，只要唔好放棄，就會有機會搵到㗎啦！💪加油呀！,你聽落有啲迷茫，不如你講多啲你而家嘅狀況，你係讀緊書定係返緊工㗎？睇下我可以點樣幫你？,"聽到您不開心,對自己讀緊嘅科有啲擔心，但仲有時間，試下參加多啲活動了解下自己，總會搵到適合自己嘅興趣同工作！",聽到你對現在就讀嘅科目不太感興趣，不如試下多上其他部門嘅課堂，發掘自己嘅長處同興趣，充實地過好每一天吧!,"相信畢咗業嘅同學 正在努力搵工 或者巳經返緊工, 或者繼續進修。",聽到你對自己有點失望同對前景感到迷惘，記得永遠都要用盡全力，唔好令自己有後悔嘅機會!,睇到你覺得將來好似好絕望咁，不如你講多啲你而家嘅情況俾我聽，睇下可以點樣幫你？,1.0234375,將來嘅事都冇得擔心咁多，專心讀好書先啦！,聽到您不開心對自己有點失望.對前景又有點擔心.唔好咁灰心住，可能情況無你想像中咁差呢?,你似乎對職場生活感到疲憊，但努力工作嘅同時都唔好忘記比時間自己休息一下，休息是為了走更遠的路嘛！,唔好咁灰心啦，只要有決心一定搵到工嘅，唔好俾自己太大壓力，呢段時間增值下自己先,你似乎為前路感到迷茫，鼓勵你可以去career center睇下佢哋有咩意見俾你。,見到你因為成績未如理想而對前路感到迷茫，建議你可以試下同學校counsellor傾傾，話唔定佢哋可以用過來人嘅身份俾意見你。,睇見你想目標前進嘅決心好強，努力達到目標嘅同時都唔好唔記得適時放鬆下自己呀。,"但係你最少都讀咗張證書呀! 搵到自己嘅興趣係好事嚟㗎, 畢業之後可以就自己嘅興趣再進修㗎！",梗有嘅。 每個人讀書都有佢唔同嘅目的嘅。,有需要可以請教老師，上網搵下資料 或者揾學校既職業輔導員傾下呀！
208,英文差覺得用英文温書好辛苦,覺得辛苦嘅時候，就比自己休息吓先啦。,A2,AA2,"但係你知道自己嘅英文能力夠弱， 如果努力去進修改善下, 將來成績一定會改進㗎！",聽見你喺用英文讀書方面有啲困難，你有冇試過去ELC呀？佢哋有好多唔同嘅服務支援學生用英文學習㗎😄,你似乎喺英文方面比較弱，建議你可以由日常生活入手，睇下有字幕嘅英文節目都對你有幫助㗎。,知道你因為英文而喺學習上感到有困難，你有冇聽過ELC呀？佢哋有唔少服務可以幫你提升英文嘅水平。你可以去睇下家😊,你似乎因為英文而喺學習上感到吃力，鼓勵你可以去ELC，佢哋有唔少服務幫你提升英語水平㗎。,睇到你喺外國讀書要用英文而感到吃力，有冇試過睇吓學校俾外國學生嘅語文支援呀？,明白你而家覺得好辛苦，不過你咁做嘅話英文水平肯定會進步好多，對你嚟緊幾年嘅學習都好重要㗎，加油呀！,梗係有啦！好多人都係想去外國讀書，改善自己嘅英文㗎。,你係咪覺得用英文上堂令你覺得有壓力呢？建議你可以去ELC睇睇，佢哋有唔少服務幫學生提升英文水平㗎。,見到你因為功課同考試都要用英文而覺得吃力，但語言就係會越用越熟越習慣，唔好怕犯錯，放心用多啲，咁就會進步㗎喇。,1.0380859375,比自己一個機會努力下學好英文，唔好因為一時挫敗感打擊到! 自己嘅對手永遠都係得自己，努力一下過昨日嘅自己!,一到考試D書係特別恐怖嘅！捱埋佢呀！過咗就可以趕走佢哋㗎啦！,明白你嘅感受，你有冇諗過點樣可以令自己更加專心呢？不如試下set啲小目標畀自己，例如每溫半個chapter就休息一陣，加油！,上堂跟唔上係會幾麻煩，你有冇試過搵同學幫你呢？鼓勵你都可以試下課後問返professor，等佢親自同你再講多次😊,冇動力讀書係幾令人煩惱，你覺得有咩事情令你唔想溫書呀？,見到你遇到期望嘅落差，不過關關難過關關過，中學上大學嘅時候相信你都曾經克服過前所未見嘅難關，你要相信自己今次都可以大步擸過，加油呀！,"聽到您不開心,唔好咁灰心, 只要肯繼續努力終有一日會人得返學校",大學嘅學習模式的確會同中學嘅好唔同，鼓勵你可以睇下SDS嘅網頁，https://www.cityu.edu.hk/sds/cs/pc/sul.htm 有好多唔同嘅資訊幫你去適應大學生活㗎😊,休息多啲，聽吓音樂，做想做嘅嘢，食想食嘅嘢。,見到你話因為覺得唔適合而想退學，可唔可以講多少少睇吓你而家嘅情況係點？
209,英文差覺得用英文温書好辛苦,聽見你喺用英文讀書方面有啲困難，你有冇試過去ELC呀？佢哋有好多唔同嘅服務支援學生用英文學習㗎😄,A2,AA2,"但係你知道自己嘅英文能力夠弱， 如果努力去進修改善下, 將來成績一定會改進㗎！",聽見你喺用英文讀書方面有啲困難，你有冇試過去ELC呀？佢哋有好多唔同嘅服務支援學生用英文學習㗎😄,你似乎喺英文方面比較弱，建議你可以由日常生活入手，睇下有字幕嘅英文節目都對你有幫助㗎。,你似乎因為英文而喺學習上感到吃力，鼓勵你可以去ELC，佢哋有唔少服務幫你提升英語水平㗎。,知道你因為英文而喺學習上感到有困難，你有冇聽過ELC呀？佢哋有唔少服務可以幫你提升英文嘅水平。你可以去睇下家😊,明白你而家覺得好辛苦，不過你咁做嘅話英文水平肯定會進步好多，對你嚟緊幾年嘅學習都好重要㗎，加油呀！,梗係有啦！好多人都係想去外國讀書，改善自己嘅英文㗎。,你係咪覺得用英文上堂令你覺得有壓力呢？建議你可以去ELC睇睇，佢哋有唔少服務幫學生提升英文水平㗎。,睇到你喺外國讀書要用英文而感到吃力，有冇試過睇吓學校俾外國學生嘅語文支援呀？,見到你因為功課同考試都要用英文而覺得吃力，但語言就係會越用越熟越習慣，唔好怕犯錯，放心用多啲，咁就會進步㗎喇。,1.0380859375,聽見你喺用英文讀書方面有啲困難，你有冇試過去ELC呀？佢哋有好多唔同嘅服務支援學生用英文學習㗎😄,知道你因為英文而喺學習上感到有困難，你有冇聽過ELC呀？佢哋有唔少服務可以幫你提升英文嘅水平。你可以去睇下家😊,我明白讀書喺好辛苦，有問題嘅話可以問下師兄師姐，唔好忘記幫自己打氣呀。,"聽來好像您對自己有點失望,同埋讀得辛苦。要堅持下去! 努力是會有回報的!",過左去嘅嘢就唔好太傷心啦，何況人係會進步嘛，人就係要續步續步學習啦係咪?,見到你覺得返學好唔係好學到嘢咁，唔知你係咪習慣臨考試先溫書呢？建議你平時落堂之後可以多啲思考上堂學過嘅嘢，反芻下啲知識，話唔定你會覺得更加有學習緊嘅感覺。,"明白你嘅難受呀！但係，中學生要返學呢個都係改變唔到嘅事實， 始終成績都係自己嘅 , 試下揾埋相熟嘅同學，一齊努力自修捱埋個dse呀!",盡量做好自己本份，唔好咁易俾其他人影響自己，搵返初衷,可以為自己定立一啲容易做到嘅目標，自己就有多啲動力去讀。,每個人嘅吸收時間都唔同，越成長學到嘅固然會加深，盡自己能力吸收就可以
210,英文差覺得用英文温書好辛苦,你可以去學校嘅Language Centre搵人幫吓你？加油啊！,A2,AA2,"但係你知道自己嘅英文能力夠弱， 如果努力去進修改善下, 將來成績一定會改進㗎！",聽見你喺用英文讀書方面有啲困難，你有冇試過去ELC呀？佢哋有好多唔同嘅服務支援學生用英文學習㗎😄,知道你因為英文而喺學習上感到有困難，你有冇聽過ELC呀？佢哋有唔少服務可以幫你提升英文嘅水平。你可以去睇下家😊,你似乎喺英文方面比較弱，建議你可以由日常生活入手，睇下有字幕嘅英文節目都對你有幫助㗎。,你似乎因為英文而喺學習上感到吃力，鼓勵你可以去ELC，佢哋有唔少服務幫你提升英語水平㗎。,梗係有啦！好多人都係想去外國讀書，改善自己嘅英文㗎。,明白你而家覺得好辛苦，不過你咁做嘅話英文水平肯定會進步好多，對你嚟緊幾年嘅學習都好重要㗎，加油呀！,睇到你喺外國讀書要用英文而感到吃力，有冇試過睇吓學校俾外國學生嘅語文支援呀？,你係咪覺得用英文上堂令你覺得有壓力呢？建議你可以去ELC睇睇，佢哋有唔少服務幫學生提升英文水平㗎。,見到你因為功課同考試都要用英文而覺得吃力，但語言就係會越用越熟越習慣，唔好怕犯錯，放心用多啲，咁就會進步㗎喇。,1.0380859375,你係咪覺得用英文上堂令你覺得有壓力呢？建議你可以去ELC睇睇，佢哋有唔少服務幫學生提升英文水平㗎。,感受到你讀書讀得好辛苦，努力學習嘅同時都唔好忘記俾啲時間自己休息回氣，休息是為了走更遠的路呀！,成日瞓唔到真係好辛苦！讀書係緊要，但係都要諗方法比自己舒緩下D壓力喎！你有冇試過做靜觀呀？可以跟呢段片試下做： https://www.youtube.com/watch?v=vnn5Xjp0fp0,欣賞你搵辦法面對自己嘅問題，有時唔明都冇辦法，最緊要係盡左力去學習同溫習，唔好放棄，加油呀！,明白你覺得讀書好辛苦好想放棄，但面對而家千變萬化嘅社會，知識係不可或缺嘅。或者你試下由自己鍾意嘅學科開始讀起，重拾返學習令你覺得享受嘅感覺，繼續努力！,睇到你因為讀書而覺得有好大壓力，介唔介意解釋下有咩原因令你覺得自己唔適合讀書？睇下我哋有冇方法可以解決個問題吖？,你可以去學校嘅Language Centre搵人幫吓你？加油啊！,你可以試下分配好時間，例如係溫習同休息嘅時間，盡量係溫習嘅時候集中，唔好俾自己浪費時間,"讀書只係畀你一個基礎, 將來發揮成點冇人知㗎",你似乎唔係好滿意自己讀書嘅情況，你介唔介意講多少少你最近讀書讀成點呀？等我睇下可以點幫你吖？
211,我而家真係好擔心我既前途,聽到你話對前途有啲擔憂，你可唔可以講下具體係咩事情呢？我哋一齊睇下有咩解決方法吖？,A1,AA1,明白你對前途感到擔憂，不如你詳細啲講下你要解決嘅問題，睇吓可唔可以幫你搵到解決方法？,聽到你好擔心自己前功盡棄，唔需要過分擔心! 做好自己就可以了!,明白你而家對前路感到不安，不如你試下同相熟嘅professor，或者係career center嘅人傾下，佢哋可以俾啲建議你㗎😊,你似乎對未來有啲擔憂，不如你講多啲你而家嘅感受，睇下有咩方法可以幫你面對吖？,聽到你話對前途有啲擔憂，你可唔可以講下具體係咩事情呢？我哋一齊睇下有咩解決方法吖？,聽到你最近因為前途而擔心，你平時有咩嗜好㗎？有冇諗過鑽研你嘅嗜好，將嗜好化成工作機會呢？,聽到你好擔心朋友嘅前途，不如同傾下計，分享一下你嘅看法?,理解你對前途嘅擔心，其實實習嘅其中一個目的就係體驗職場生活同埋學習相關嘅知識，與其擔心自己做得唔好，不如放膽喺公司想上司同事請教。,唔使擔心，你而家重有時間比自己諗下讀書為乜㗎！ 試下計劃自己嘅將來呀！,睇嚟你對生活有唔少擔憂，你會唔會想同社工傾下，睇下可以點面對而家嘅情況？,1.0380859375,聽到你話對前途有啲擔憂，你可唔可以講下具體係咩事情呢？我哋一齊睇下有咩解決方法吖？,聽到你同家人好似有啲分歧，你爸爸點解會想你讀書嘅？等我哋一齊睇下有咩方法可以說服佢？,人生的意義係一個成世人都會諗嘅課題嚟嘅。,有需要可以請教老師，上網搵下資料 或者揾學校既職業輔導員傾下呀！,理解你搵咗四個月intern都冇結果嘅焦慮，你覺得有咩原因造成今日嘅局面呢，我哋一齊睇下嚟個賽後檢討，睇下有咩改善空間吖？,"聽到您不開心.唔好咁灰心, 繼續努力.您去做書展工, 何妨不是可豐富CV 內容",明白你失落嘅感受，可唔可以講多啲你搵兼職嘅經歷，睇下有咩方法可以幫你擺脫呢個困局？,睇見你對自己有啲不滿，通常你想遲啲做嗰陣會有咩理由俾自己㗎？,咁你多唔多嘢要做？每日做少少應該會輕鬆啲喎👍加油！,會唔會有啲咩嘢可以帶到動力畀你？
